Geneid	data/sorted.bam
YCR063W	53
YCL042W	3
YCR097W-A	2
YCR025C	36
tK(CUU)C	0
YCR069W	914
YCR041W	0
YCR102W-A	12
YCR020C-A	348
YCL075W	0
YCR092C	496
YCR005C	7751
YCR038W-A	0
YCL034W	865
YCL026C-B	140
YCR020W-B	359
YCR094W	571
YCL028W	849
YCL029C	494
YCL074W	2
tQ(UUG)C	0
YCR086W	201
YCR006C	38
YCR083W	228
YCL039W	440
YCL037C	177
tE(UUC)C	1
YCL004W	248
YCL076W	0
YCR011C	2043
YCL054W-A	241
YCR020C	95
YCL065W	0
YCL057W	2346
YCL069W	0
YCR045W-A	0
YCL048W	20
YCR002C	1026
YCR035C	820
YCR066W	198
YCR032W	750
YCL059C	1094
YCR079W	323
YCR021C	148
YCL026C-A	33
YCL046W	0
YCR104W	0
YCL001W	946
YCR054C	301
YCR046C	762
YCR064C	1
YCL001W-B	15
YCR017C	2211
YCR097W	302
YCL041C	9
YCR043C	650
YCR095W-A	28
YCL009C	3322
tP(AGG)C	6
YCR014C	355
YCL036W	585
YCR051W	576
YCL045C	1897
YCL005W	371
snR43	52
YCR088W	1157
YCR037C	1088
YCR077C	1419
YCR009C	1321
YCR098C	91
YCR047W-A	0
YCR073W-A	444
YCR039C	1
YCL032W	328
YCR049C	4
YCR076C	288
YCL057C-A	684
YCR053W	3046
YCL008C	348
YCR072C	589
YCR057C	1278
YCL044C	530
YCL033C	272
YCL030C	11759
YCL068C	0
YCL035C	1000
YCR008W	997
tS(CGA)C	4
YCR091W	137
YCR108C	0
YCR042C	1142
snR65	4
YCL055W	528
YCR003W	816
YCR022C	3
YCR089W	420
tG(GCC)C	0
YCL016C	267
YCL031C	1164
YCL048W-A	13
YCR018C	201
YCL022C	0
YCR087C-A	0
tT(AGU)C	1
YCL023C	0
YCL010C	632
YCR001W	26
tM(CAU)C	0
YCL018W	7302
YCR073C	426
YCR048W	490
YCL005W-A	36
YCR033W	1111
YCL007C	0
YCR019W	275
YCR102C	149
YCR075W-A	123
YCL058W-A	0
YCL047C	361
YCR106W	0
YCR040W	0
YCR061W	311
YCR045C	250
YCR085W	17
YCR024C-B	4709
YCR101C	106
YCL049C	472
YCR015C	225
snR33	137
YCR038C	108
YCL063W	709
YCR024C	459
YCR065W	695
YCR087W	1
YCR034W	2667
YCL052C	656
YCR004C	1532
YCR059C	528
tL(CAA)C	8
YCR096C	1
YCR028C-A	1224
tN(GUU)C	3
YCL021W-A	80
YCL064C	74
YCR028C	664
YCR082W	791
YCL061C	604
YCL073C	3
YCR013C	56
YCR090C	621
YCR084C	2792
YCR050C	4
YCR099C	102
YCL066W	0
snR189	4
YCR095C	297
YCR068W	365
YCL017C	1187
YCL058C	1
YCL014W	955
YCL050C	2003
YCR067C	1348
YCR047C	528
YCR044C	871
YCR026C	762
YCR093W	2316
YCR012W	31332
YCR075C	191
YCL043C	7488
YCL025C	1455
YCL067C	0
YCR023C	861
YCR010C	46
YCL056C	277
YCR081W	287
YCR018C-A	22
YCR030C	1065
YCL027W	163
YCL051W	323
YCL038C	308
YCR027C	260
YCL001W-A	17
YCR016W	516
YCL054W	2129
YCR105W	0
YCR024C-A	3950
YCL020W	0
YCL019W	354
RUF22	0
YFL031C-A	361
YFL026W	6124
YFR027W	186
YFR052W	1321
YFL064C	18
YFL015C	14
YFL011W	8
YFR017C	54
YFL018C	2642
YFL032W	0
YFR036W	126
YFR006W	1450
YFR021W	275
tK(CUU)F	0
YFL034W	727
YFL012W-A	0
YFL024C	653
YFL013C	367
RUF23	2
YFL046W	517
YFR014C	844
YFL056C	319
YFL041W-A	25
YFR055W	285
YFR013W	719
YFR049W	358
YFL050C	323
YFR044C	1721
YFR032C-B	106
YFR034W-A	7
tP(UGG)F	0
YFR009W	1733
tA(AGC)F	0
YFL045C	4983
YFL068W	5
YFR018C	615
YFR034C	656
YFR029W	345
YFL003C	53
YFR041C	528
YFL059W	52
YFL062W	67
YFR026C	50
YFL014W	801
YFL066C	164
YFL047W	934
YFR032C-A	7488
YFR056C	29
RUF20	142
YFL044C	640
YFR011C	434
YFR022W	191
YFR047C	1376
tF(GAA)F	0
YFL051C	13
YFL054C	222
YFR036W-A	3
YFR024C-A	1601
YFR045W	239
YFR002W	1516
YFL012W	4
YFL033C	880
YFL021W	531
YFL008W	1042
YFL019C	13
YFR005C	435
YFL022C	2848
YFL028C	670
YFL052W	32
YFR008W	147
YFL002C	805
YFL055W	115
YFL034C-B	457
YFR023W	38
YFR001W	1063
YFL023W	516
YFL020C	7
tY(GUA)F2	0
YFL067W	152
YFR031C-A	10568
YFL010C	562
tN(GUU)F	0
YFL053W	81
YFR030W	11555
YFR003C	526
YFL039C	13411
YFL029C	337
YFL030W	198
YFL058W	10
YFL016C	2053
YFR040W	1187
YFL041W	1128
tS(GCU)F	4
tG(GCC)F1	0
YFL036W	1462
YFR053C	473
YFL048C	1257
YFL015W-A	0
YFR057W	6
YFR046C	235
YFL037W	4414
YFL061W	15
YFL017C	347
YFR012W	31
YFL034C-A	1569
YFR010W	1487
YFL040W	63
YFR020W	1515
YFR038W	702
YFR012W-A	9
YFL031W	3793
YFL017W-A	102
YFL005W	1593
YFR019W	840
YFL042C	402
YFR042W	360
YFR050C	2444
YFR007W	234
YFL065C	14
YFL038C	2822
YFR015C	183
tG(GCC)F2	0
YFR009W-A	0
YFL060C	43
YFR043C	206
YFL049W	539
YFR052C-A	13
RUF21	101
YFR028C	895
YFR010W-A	0
YFR051C	1603
YFR016C	1205
YFR032C	7
YFL001W	495
YFR037C	1177
YFL013W-A	0
YFL063W	0
YFR025C	725
YFL025C	735
YFR054C	16
YFR033C	4788
YFR031C	1030
YFL021C-A	6
YFL010W-A	48
YFR039C	702
YFL027C	422
YFL007W	2284
YFL004W	1999
YFR048W	455
YFR035C	127
tY(GUA)F1	0
YFL009W	663
YFR004W	2414
YFL002W-B	0
YFL002W-A	5
YAL037W	127
YAL016W	1310
YAL003W	11014
YAL053W	1887
YAL031W-A	11
YAL019W	1139
YAL024C	465
YAL034W-A	140
YAL064W-B	4
YAL018C	13
YAL037C-A	26
YAL056C-A	4
tL(CAA)A	2
YAL048C	313
YAL025C	1531
YAR064W	3
YAL031C	443
YAR075W	2
YAL063C-A	0
tP(UGG)A	0
tA(UGC)A	0
YAL023C	4800
YAL062W	112
YAR061W	0
YAL026C	1018
YAL014C	446
YAL034C-B	4
YAR035W	239
YAL010C	259
YAL042W	1968
YAL038W	17810
YAR003W	615
YAL045C	2
YAR007C	1186
YAL030W	303
YAR027W	546
YAL055W	79
YAL060W	2123
YAL017W	824
YAR018C	324
YAL069W	0
YAL063C	35
YAL046C	280
YAR020C	26
snR18	154
YAR050W	35
YAL016C-B	9
YAR019C	246
YAR029W	20
YAR002W	1032
YAL039C	689
YAR030C	6
YAR047C	0
YAL022C	593
YAL011W	403
YAL001C	1006
YAL056W	564
YAL066W	0
YAL013W	645
YAL047W-A	0
YAL016C-A	1
YAL064W	0
YAR071W	78
YAR033W	102
YAR069C	0
YAR019W-A	4
YAR070C	0
YAL054C	223
YAL067C	0
YAL059W	216
YAL005C	3890
YAL068W-A	0
YAL035W	5070
YAL008W	306
YAL020C	146
YAL032C	221
YAL015C	437
YAL028W	101
YAL042C-A	0
YAL065C	0
YAL009W	400
YAR014C	1403
YAL037C-B	74
YAR053W	0
YAL036C	1158
YAL059C-A	0
YAL002W	594
YAL021C	1023
tS(AGA)A	0
YAL061W	214
YAR023C	75
YAL034C	247
YAL026C-A	16
YAR002C-A	2081
YAL004W	0
YAR008W	402
YAL067W-A	0
YAL049C	741
YAR060C	0
YAL047C	253
YAL029C	1756
YAR031W	48
YAL027W	199
YAR073W	47
YAL033W	335
YAR015W	4557
YAL044W-A	4
YAL041W	755
YAL019W-A	1
YAR035C-A	2
YAL068C	1
YAR042W	904
YAL051W	577
YAL043C	739
YAR066W	7
YAL044C	2657
YAR068W	10
YAL058W	399
YAL012W	4779
YAL064C-A	0
YAR028W	201
HRA1	0
YAL007C	1409
YAL040C	814
YAR010C	11
YAR009C	51
tD(GUC)Q	0
Q0065	0
Q0080	0
Q0160	0
Q0070	2
Q0142	0
Q0275	0
tR(ACG)Q2	0
tK(UUU)Q	0
Q0010	0
Q0255	2
tN(GUU)Q	0
Q0020	19
tE(UUC)Q	0
Q0140	0
Q0075	0
Q0250	0
Q0017	0
tC(GCA)Q	0
Q0144	0
tG(UCC)Q	0
Q0105	3
tT(UGU)Q1	0
tM(CAU)Q2	0
Q0285	0
Q0143	0
Q0055	9
Q0032	0
tY(GUA)Q	0
Q0115	0
Q0297	0
Q0130	7
tL(UAA)Q	0
tF(GAA)Q	0
Q0092	0
tW(UCA)Q	0
tT(UAG)Q2	0
tS(UGA)Q2	0
Q0110	0
Q0120	0
tH(GUG)Q	0
Q0050	7
tA(UGC)Q	0
Q0085	2
Q0182	0
tM(CAU)Q1	0
tS(GCU)Q1	0
tV(UAC)Q	0
tQ(UUG)Q	0
tR(UCU)Q1	0
Q0060	0
Q0045	2
tP(UGG)Q	0
tI(GAU)Q	0
Q0158	69
